"","id","wd","hour","load"
"447","SM20R-01-0000063D",5,14,0.202264940239041
"448","SM20R-01-0000063D",5,15,0.151817871093748
"449","SM20R-01-0000063D",5,16,0.142132267441859
"450","SM20R-01-0000063D",5,17,0.181654922779932
"451","SM20R-01-0000063D",5,18,0.306689922480629
"452","SM20R-01-0000063D",5,19,0.370681730769232
"453","SM20R-01-0000063D",5,20,0.32600096153846
"454","SM20R-01-0000063D",5,21,0.221700480769235
"455","SM20R-01-0000063D",5,22,0.138929326923085
"456","SM20R-01-0000063D",5,23,0.102044711538465
"457","SM20R-01-0000063D",6,0,0.0863745155038543
"458","SM20R-01-0000063D",6,1,0.0782363281250109
"459","SM20R-01-0000063D",6,2,0.0752499999999889
"460","SM20R-01-0000063D",6,3,0.0728824404762022
"461","SM20R-01-0000063D",6,4,0.0831786417323024
"462","SM20R-01-0000063D",6,5,0.0890053710937516
"463","SM20R-01-0000063D",6,6,0.0940711538461615
"464","SM20R-01-0000063D",6,7,0.119724609375005
"465","SM20R-01-0000063D",6,8,0.169508687258683
"466","SM20R-01-0000063D",6,9,0.205390686274505
"467","SM20R-01-0000063D",6,10,0.222719980314965
"468","SM20R-01-0000063D",6,11,0.215270750988138
"469","SM20R-01-0000063D",6,12,0.204789031620549
"470","SM20R-01-0000063D",6,13,0.190609126984137
"471","SM20R-01-0000063D",6,14,0.175284090909081
"472","SM20R-01-0000063D",6,15,0.145810784313741
"473","SM20R-01-0000063D",6,16,0.148191176470579
"474","SM20R-01-0000063D",6,17,0.185024019607851
"475","SM20R-01-0000063D",6,18,0.345092261904765
"476","SM20R-01-0000063D",6,19,0.36563336614174
"477","SM20R-01-0000063D",6,20,0.309376976284582
"478","SM20R-01-0000063D",6,21,0.198955853174616
"479","SM20R-01-0000063D",6,22,0.130288194444424
"480","SM20R-01-0000063D",6,23,0.114708817829462
"481","SM20R-01-0000063D",7,0,0.0819475961538492
"482","SM20R-01-0000063D",7,1,0.07447067307692
"483","SM20R-01-0000063D",7,2,0.0703639423076846
"484","SM20R-01-0000063D",7,3,0.0719355769230754
"485","SM20R-01-0000063D",7,4,0.0726346153846261
"486","SM20R-01-0000063D",7,5,0.084230288461544
"487","SM20R-01-0000063D",7,6,0.0988197115384691
"488","SM20R-01-0000063D",7,7,0.119749038461529
"489","SM20R-01-0000063D",7,8,0.132940175097276
"490","SM20R-01-0000063D",7,9,0.167018822393833
"491","SM20R-01-0000063D",7,10,0.212131782945743
"492","SM20R-01-0000063D",7,11,0.218210096153848
"493","SM20R-01-0000063D",7,12,0.204936538461535
